Text,Date,Favorites,Retweets,Tweet ID
Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://www.donaldjtrump.com/schedule/register/lima-oh/ …,2016-07-29 09:27:24,10551,3130,759017481633542145
"""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing""""",2016-07-29 09:16:22,22849,8239,759014707277598720
"CAMPAIGN STATEMENT: 
https://www.facebook.com/DonaldTrump/posts/10157391345450725 …",2016-07-29 09:13:16,10400,3784,759013928315686917
"Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!",2016-07-29 09:13:07,27686,9641,759013889761697794
"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!",2016-07-29 08:51:13,31255,8900,759008377577967616
The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!,2016-07-29 08:40:10,20501,5920,759005597899436032
No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,2016-07-28 23:59:04,48941,17638,758874457142284288
"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world.",2016-07-28 23:57:06,36692,13171,758873961425805312
"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",2016-07-28 23:54:22,42946,16365,758873275044798464
Hillary will never reform Wall Street. She is owned by Wall Street!,2016-07-28 23:52:46,42854,16205,758872873234681860
Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,2016-07-28 23:50:59,42638,14643,758872422028148740
"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",2016-07-28 23:47:56,50380,19574,758871653547806724
"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT!pic.twitter.com/ezrqVqPtta",2016-07-28 22:26:27,27655,7953,758851150175055874
#CrookedHillarypic.twitter.com/JeXFnO6e3s,2016-07-28 19:13:55,51117,29744,758802697763958784
"""Dems warn not to underestimate Trump's potential win""http://nypost.com/2016/07/25/dems-warn-not-to-underestimate-trumps-potential-to-win/ …",2016-07-28 17:38:12,19318,6391,758778607489708032
Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGApic.twitter.com/A5IF0QHnic,2016-07-28 17:08:32,16888,4296,758771144140820481
Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.,2016-07-28 16:56:09,29974,10547,758768028595032064
"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",2016-07-28 16:31:59,38383,16615,758761945910669312
"AMERICA'S FUTURE
https://www.facebook.com/DonaldTrump/posts/10157388173350725 …",2016-07-28 16:30:18,11110,3681,758761521317023744
Bernie caved! https://www.instagram.com/p/BIalBvcjIQQ/ ,2016-07-28 14:36:06,14719,4669,758732782348623874
"""@LallyRay: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart http://www.breitbart.com/2016-presidential-race/2016/07/28/poll-trump-gains-17-point-swing-two-weeks-clinton/ … @realdonaldtrump""  Great!",2016-07-28 14:32:31,17304,6393,758731880183193601
President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC,2016-07-28 11:09:11,48386,16372,758680707979943937
"""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE""",2016-07-28 00:00:23,24541,6663,758512401629192192
"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly""",2016-07-27 23:56:47,25387,8150,758511494669664256
"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.",2016-07-27 22:42:13,50126,17005,758492727583576064
Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,2016-07-27 22:39:07,61924,20509,758491947409481728
"Join me live in Toledo, Ohio!
#MakeAmericaGreatAgainhttp://youtu.be/vcb_VzvM3Vw ",2016-07-27 20:01:31,14494,3951,758452289376022529
#CrookedHillarypic.twitter.com/lwi9gqDEHE,2016-07-27 18:01:40,35420,19186,758422125254471680
"Thank you Pennsylvania!
#MakeAmericaGreatAgain
https://www.facebook.com/DonaldTrump/posts/10157382674030725:0 …pic.twitter.com/bbroAGTdMw",2016-07-27 17:58:43,18858,5476,758421383063961604
Thank you to our amazing law enforcement officers! #MAGApic.twitter.com/UEZorOQhTw,2016-07-27 15:15:42,45505,16119,758380358874247168
"""Trump right: Illegal families crossing border set to double, 51,152 so far""http://bit.ly/2aeaiwaTrumpPence16 …",2016-07-27 14:23:14,14195,6682,758367154232320000
"Great new poll - thank you!
#MakeAmericaGreatAgainpic.twitter.com/mXovx0TLPC",2016-07-27 13:16:56,37872,14069,758350470402408449
"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!",2016-07-27 12:16:02,62632,24580,758335147183788032
"Join our next Vice President, @Mike_Pence in Wisconsin tonight & Michigan Thursday!

MI: https://www.donaldjtrump.com/schedule/register/waukesha-wi/ …
WI: https://www.donaldjtrump.com/schedule/register/grand-rapids-mi1/ …",2016-07-27 12:03:07,13457,4118,758331893809090560
Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic,2016-07-27 09:01:03,81998,30033,758286077400580096
"Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!",2016-07-27 08:57:20,37845,11668,758285141982711808
Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!,2016-07-27 06:08:35,53345,16462,758242674646323200
Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!,2016-07-27 06:01:39,40461,13213,758240929564258305
The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!,2016-07-27 05:50:55,45379,15377,758238226180083712
"Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!",2016-07-27 05:43:16,25906,7177,758236300554174465
"As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv.",2016-07-27 05:33:52,22316,6857,758233935230959617
"Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP.http://www.politico.com/story/2016/07/terry-mcauliffe-hillary-clinton-tpp-trade-226253 …",2016-07-26 23:01:04,22058,9639,758135085820416000
Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?,2016-07-26 22:11:47,31664,8647,758122684798607360
"I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!",2016-07-26 22:08:50,46582,10394,758121939365982208
"No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!",2016-07-26 22:02:24,40709,10974,758120321845235712
"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly",2016-07-26 21:51:45,43265,13289,758117640200187905
"For the record, I have ZERO investments in Russia.",2016-07-26 18:50:12,37975,12036,758071952498159616
"In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!",2016-07-26 18:47:28,33824,10008,758071264128806912
"#CrookedHillary
https://instagram.com/p/BIVl0JHDO2G/ ",2016-07-26 16:07:18,15450,5854,758030957530255360
Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS & her refugee plans make it easier for them to come here.,2016-07-26 15:48:08,36823,14176,758026136299397120
"Bernie's exhausted, he just wants to shut down and go home to bed!",2016-07-26 15:27:58,26215,7397,758021060503756804
The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!,2016-07-26 15:27:43,37694,12512,758020997383684096
"Thank you New Hampshire! 
#MakeAmericaGreatAgainpic.twitter.com/KRCdV77BQp",2016-07-26 14:20:48,21016,6409,758004154417553409
"Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGA
Tickets: http://bit.ly/2aetvp7TrumpPenceOH …pic.twitter.com/zmGZauCnQF",2016-07-26 13:53:40,14367,4403,757997327269306369
"Join us tomorrow in Scranton, Pennsylvania at 3pm!
#TrumpPence16 #MAGA 
Tickets: http://bit.ly/2aetcdrTrumpPencePA …pic.twitter.com/7zMKhhMmhp",2016-07-26 13:43:45,14549,4453,757994830110658560
Pocahontas bombed last night! Sad to watch.,2016-07-26 08:42:33,32302,8598,757919034755076096
"Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great",2016-07-26 08:38:27,65245,20690,757918002339778560
"Funny, if you listen to @FoxNews, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference",2016-07-26 08:34:19,30173,7961,757916962269704192
"Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time.",2016-07-25 23:19:38,66432,23655,757777369272815617
"Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!",2016-07-25 23:12:57,42842,11898,757775689525309440
Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.,2016-07-25 23:04:56,67181,23918,757773671545044992
"If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself.",2016-07-25 22:14:29,34730,10184,757760973419712512
I was at @FoxNews and met Juan Williams in passing.  He asked if he could have pictures taken with me. I said fine. He then trashes on air!,2016-07-25 17:57:14,26775,8336,757696233427312640
"Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!",2016-07-25 17:45:54,30620,9089,757693383481626624
"While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers.",2016-07-25 17:33:49,44862,14880,757690343181737984
"Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War.",2016-07-25 17:32:59,24778,8856,757690132111777792
"Thank you OHIO! #TrumpPence16
https://www.facebook.com/DonaldTrump/posts/10157370239030725:0 …pic.twitter.com/WPMBkYjuIm",2016-07-25 17:25:50,26982,8174,757688331597668353
"Thank you Roanoke, Virginia- be back soon! #TrumpPence16
https://www.facebook.com/DonaldTrump/posts/10157370422355725:0 …pic.twitter.com/HwqI2iGPDu",2016-07-25 17:24:28,16046,4318,757687988189065216
"MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16
https://www.facebook.com/DonaldTrump/posts/10157369699375725:0 …pic.twitter.com/cptBaZbV1v",2016-07-25 14:57:06,30873,10779,757650904896139264
"#MakeAmericaGreatAgain
https://www.facebook.com/DonaldTrump/posts/10157368945620725:0 …pic.twitter.com/3ji7a14GSw",2016-07-25 12:46:33,33399,13468,757618048664829952
"Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA",2016-07-25 10:05:27,36051,10600,757577508346888192
The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!,2016-07-25 10:01:25,29696,8151,757576490213146624
"Wow, the Republican Convention went so smoothly compared to the Dems total mess. But fear not, the dishonest media will find a good spinnnn!",2016-07-25 09:47:45,42215,12217,757573051215147008
"Here we go again with another Clinton scandal, and e-mails yet (can you believe). Crooked Hillary knew the fix was in, B never had a chance!",2016-07-25 09:42:55,30527,9605,757571837463240704
"Crooked Hillary Clinton knew everything that her ""servant"" was doing at the DNC - they just got caught, that's all! They laughed at Bernie.",2016-07-25 09:19:18,27964,9289,757565892146454532
"If Bernie Sanders, after seeing the just released e-mails, continues to look exhausted and done, then his legacy will never be the same.",2016-07-25 08:27:35,20452,5414,757552876348645377
Thank you! #MakeAmericaGreatAgainpic.twitter.com/Pzs9uwgzam,2016-07-25 08:26:56,50190,17762,757552713873891328
Hillary was involved in the e-mail scandal because she is the only one with judgement so bad that such a thing could have happened!,2016-07-25 08:02:01,26719,7672,757546442240167936
"How much BAD JUDGEMENT was on display by the people in DNC in writing those really dumb e-mails, using even religion, against Bernie!",2016-07-25 07:57:17,24609,7192,757545252026712064
"The new joke in town is that Russia leaked the disastrous DNC e-mails, which should never have been written (stupid), because Putin likes me",2016-07-25 07:31:22,32367,9848,757538729170964481
Watched Crooked Hillary Clinton and Tim Kaine on 60 Minutes. No way they are going to fix America's problems. ISIS & all others laughing!,2016-07-24 19:59:10,33337,10194,757364534873128960
"The ratings for the Republican National Convention were very good, but for the final night, my speech, great. Thank you!",2016-07-24 19:47:08,29813,6068,757361504895246336
"The highly neurotic Debbie Wasserman Schultz is angry that, after stealing and cheating her way to a Crooked Hillary victory, she's out!",2016-07-24 18:33:42,30940,9686,757343025983057922
The Democrats are in a total meltdown but the biased media will say how great they are doing! E-mails say the rigged system is alive & well!,2016-07-24 18:16:59,35451,13462,757338816487235584
"Even though Bernie Sanders has lost his energy and his strength, I don't believe that his supporters will let Crooked Hillary off the hook!",2016-07-24 18:07:49,28713,8255,757336511436075008
"Crooked Hillary Clinton was not at all loyal to the person in her rigged system that pushed her over the top, DWS. Too bad Bernie flamed out",2016-07-24 18:02:42,20110,5560,757335224397225984
"If the Republican Convention had blown up with e-mails, resignation of boss and the beat down of a big player. (Bernie), media would go wild",2016-07-24 17:53:29,32777,11612,757332905047752704
"The @CNN panels are so one sided, almost all against Trump. @FoxNews is so much better and the ratings are much higher. Don't watch CNN!",2016-07-24 16:45:31,31246,9551,757315800466272256
"I always said that Debbie Wasserman Schultz was overrated. The Dems Convention is cracking up and Bernie is exhausted, no energy left!",2016-07-24 16:30:06,25432,7588,757311921095925760
"Today proves what I have always known, that @Reince Priebus is the tough one and the smart one, not Debbie Wasserman Shultz (@DWStweets.)",2016-07-24 16:20:57,24620,7178,757309616254545920
"Sorry folks, but Bernie Sanders is exhausted, just can't go on any longer. He is trying to dismiss the new e-mails and DNC disrespect. SAD!",2016-07-24 09:30:59,29785,9807,757206444148158464
"There is no longer a Bernie Sanders ""political revolution."" He is turning out to be a weak and somewhat pathetic figure,wants it all to end!",2016-07-24 09:27:56,27746,9353,757205678821928960
An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.,2016-07-24 08:30:15,29495,11230,757191160481873920
"Looks like the Bernie people will fight. If not, their BLOOD, SWEAT AND TEARS was a total waste of time. Kaine stands for opposite!",2016-07-24 08:15:51,21804,6767,757187537681154048
"Wow, President Obama's brother, Malik, just announced that he is voting for me. Was probably treated badly by president-like everybody else!",2016-07-24 07:56:43,83928,32703,757182723089895424
"Bernie Sanders started off strong, but with the selection of Kaine for V.P., is ending really weak. So much for a movement! TOTAL DISRESPECT",2016-07-24 07:25:06,20248,5781,757174767547977728
The Crooked Hillary V.P. choice is VERY disrespectful to Bernie Sanders and all of his supporters. Just another case of BAD JUDGEMENT by H!,2016-07-24 07:16:15,24336,6844,757172536882913280
"#MakeAmericaGreatAgain
#TrumpPence16pic.twitter.com/gCzHX1nyxD",2016-07-23 20:38:47,23820,8193,757012114460569604
"""@NancyNielsenn: @realDonaldTrump Dinesh D'Sousa Hillary's America. see it""",2016-07-23 18:13:39,15919,6272,756975589110779904
"""@OliMauritania: @realDonaldTrump Kaine supported the stupidest deal in the history of deals http://www.breitbart.com/big-government/2016/07/22/tim-kaine-boycotted-netanyahus-iran-deal-speech/ … #HillaryKaine2016""",2016-07-23 18:11:11,12850,5986,756974970312462336
Thank you to everyone for the wonderful reviews of my speech on Thursday night. From the heart!,2016-07-23 18:05:55,33158,6949,756973646216884225
"The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!",2016-07-23 17:20:58,37211,15170,756962332228612096
Just saw Crooked Hillary and Tim Kaine together. ISIS and our other enemies are drooling. They don't look presidential to me!,2016-07-23 16:43:33,32288,9728,756952917152784384
I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!,2016-07-23 12:06:15,34967,10415,756883131685273605
Tim Kaine has been praising the Trans Pacific Partnership and has been pushing hard to get it approved. Job killer!,2016-07-23 11:36:41,22462,8119,756875689924694016
Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!,2016-07-23 11:01:48,31020,9561,756866912848584704
Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.,2016-07-23 10:51:32,26961,9170,756864330054893568
"Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes, really vicious. RIGGED",2016-07-23 06:55:20,53499,24778,756804886038192128
"Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!",2016-07-23 06:42:10,28179,8550,756801575193042944
"Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!",2016-07-23 06:35:37,27364,10154,756799923648102400
"The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?",2016-07-23 06:31:18,24408,7610,756798838900396032
"""@Theresa_Cali: @realDonaldTrump General Michael Flynn will make a great Secretary of Defense when you become POTUS! #MakeAmericaSafeAgain""",2016-07-22 23:56:38,15346,4289,756699517534212100
I highly recommend the just out book - THE FIELD OF FIGHT - by General Michael Flynn. How to defeat radical Islam.,2016-07-22 23:49:04,20568,6441,756697615509688320
Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?,2016-07-22 23:23:15,30961,13020,756691116464959488
"Another attack, this time in Germany. Many killed. God bless the people of Munich.",2016-07-22 19:03:19,40170,11381,756625700539465728
"One of the best produced, including the incredible stage & set, in the history of conventions. Great unity! Big T.V. ratings! @KarlRove",2016-07-22 10:06:01,25887,5705,756490485116575744
Thank you Cleveland. We love you and will be back many times!,2016-07-22 09:13:02,28381,6041,756477153986895872
What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!,2016-07-22 09:07:51,40629,8639,756475847004057601
FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16pic.twitter.com/E6ZtVjSQZa,2016-07-22 00:01:07,51900,15454,756338260230623232
You can watch 360 video live from the podium! https://youtu.be/BXmqiESZYp0  #RNCinCLE #TrumpIsWithYou #MakeAmericaGreatAgain,2016-07-21 22:02:18,13067,3783,756308357804335106
This is a MOVEMENT! #RNCinCLEpic.twitter.com/bdox6JcrAp,2016-07-21 15:56:45,25381,8081,756216362784161792
Thank you @DonaldJTrumpJr. Proud of you! #RNCinCLE #TrumpPence2016pic.twitter.com/gobSNWughP,2016-07-21 13:00:24,22591,6312,756171983407243264
Great job @IvankaTrump! #RNCinCLEhttps://amp.twimg.com/v/7e0ddccc-5312-4efd-a15d-e58e64b16d3d …,2016-07-21 10:56:49,23783,6547,756140881862766594
"Other than a small group of people who have suffered massive and embarrassing losses, the party is VERY united. Great love in the arena!",2016-07-21 10:49:19,38576,9598,756138994728071168
"Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!",2016-07-21 10:12:45,32833,10817,756129793054220288
"I am soooo proud of my children, Don, Eric and Tiffany - their speeches, under enormous pressure, were incredible. Ivanka intros me tonight!",2016-07-21 08:37:53,43945,8236,756105919470116864
"Great job @EricTrump! Proud of you!
#AmericaFirst #RNCinCLEpic.twitter.com/S7IHXDrmsJ",2016-07-21 00:32:03,26223,7097,755983654728245248
MAKE AMERICA GREAT AGAIN!pic.twitter.com/qL9rjb7OsD,2016-07-21 00:00:25,25672,8755,755975695940001792
"Arena was packed, totally electric!",2016-07-20 23:56:28,22345,4241,755974701172817920
.@mike_pence was fantastic tonight. Will be a great V.P.,2016-07-20 23:53:28,28596,6178,755973944054681600
"Our next Vice President of the United States of America, Gov. @Mike_Pence!
#GOPinCLE #GOPConvention
#AmericaFirstpic.twitter.com/TZT3XcKp1c",2016-07-20 23:49:38,26031,7182,755972980069376000
"Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!",2016-07-20 23:45:48,70777,21521,755972015249645568
"Great job @EricTrump! Proud of you! 
#AmericaFirst #RNCinCLE
https://instagram.com/p/BIG07aSjE67/ pic.twitter.com/946U6bgREQ",2016-07-20 22:35:23,39978,12306,755954295728541696
"Thank you @ScottWalker! #AmericaFirst
#RNCinCLEpic.twitter.com/k2Poy3gGvQ",2016-07-20 21:56:56,19654,6293,755944618802286592
Thank you to Governor @ScottWalker for such warm support. Great speech!,2016-07-20 21:24:26,19775,4435,755936439993589761
Thank you @IngrahamAngle! #AmericaFirstpic.twitter.com/cv3I3xRSOK,2016-07-20 21:08:33,28092,9984,755932444310724608
